time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2019-05-29 09:57:10.477 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,16, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,310520912,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 09:58:10.479 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,17, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,313888592,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 09:59:10.481 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,9, ,18, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,316424344,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:00:10.482 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,22, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,318845048,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:01:10.484 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,9, ,25, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,321678216,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:02:10.486 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,9, ,24, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,324214040,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:03:10.488 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,24, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,327457856,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:04:10.489 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,24, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,329637216,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:05:10.491 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,9, ,25, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,332709736,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:06:10.492 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,9, ,24, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,334708840,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:07:10.494 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,23, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,337666416,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:08:10.496 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,24, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,340497512,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:09:10.499 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,23, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,343033240,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:10:10.501 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,23, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,346527576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:11:10.503 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,17, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , ,1,8,55725544,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:12:10.504 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,58265544,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:13:10.506 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,16, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,59956040,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:14:10.508 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,16, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,63825808,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:15:10.510 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,10, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,66480720,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:16:10.512 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,69639752,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:17:10.514 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,17, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,72025184,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:18:10.515 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,17, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,75192504,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:19:10.516 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,15, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,76883016,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:20:10.518 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,7, ,15, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,79537896,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:21:10.520 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,17, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,82803032,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:22:10.521 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,9, ,17, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,85082528,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:23:10.524 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,10, ,27, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,87637088,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:24:10.525 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,24, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,92866632,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:25:10.527 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,23, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,95469848,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:26:10.528 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,9, ,24, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,98796752,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:27:10.530 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,23, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,100471624,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:28:10.531 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,23, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,103630680,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:29:10.533 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,23, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,106391576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:30:10.536 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,9, ,25, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,109550496,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:31:10.538 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,9, ,25, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,111241008,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:32:10.541 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,23, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,114523888,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:33:10.543 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,9, ,26, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,116786256,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:34:10.545 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,9, ,17, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,119441080,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:35:10.546 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,17, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,121995736,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:36:10.548 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,9, ,17, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,125361232,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:37:10.551 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,7, ,15, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,126968472,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:38:10.553 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,9, ,18, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,129835216,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:39:10.555 UTC, ,125,3199701,2008,42760,11088, ,7, , , , , , , , , , , ,7,7, , , ,2,4,7, , , , , , , , , , , , , , , , ,3265,2, ,2039, , , , , ,31,31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1559122750317, , , , ,3145728, , , , ,8, ,8, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,132186072,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , 
2019-05-29 10:43:48.460 UTC, ,125,3183501,1752,37648, , ,7, ,409,7,0,02, , , , , , , ,7,7, ,177, ,2,5,8, ,231,11, , , , , , , , , , , , , ,19876,3,13503,13503,1,1,6,13, ,31,31, , , , , ,2,228, , , , , , , , , , , , , , , , , , , , , , , , ,1559126626500, , , , ,3145728, , , ,24,1,1,1,1,4,1, , ,3,2, , , ,24, ,2048,1, , , , ,197162,47,6492,1, , , , ,3,326,47,260,143392952,-1, , , , , , ,231, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
