time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2019-05-20 11:40:29.114 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,565068088,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:41:29.120 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,570456456,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:42:29.126 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,574016192,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:43:29.129 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,582600216,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:44:29.135 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,587084792,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:45:29.140 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,594768000,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:46:29.146 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,597497672,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:47:29.152 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,606081696,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:48:29.157 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , ,1, ,1, , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,609641208,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:49:29.162 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,619126048,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:50:29.167 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,623586376,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:51:29.172 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,628073928,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:52:29.178 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,635729912,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:53:29.183 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,641039128,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:54:29.187 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,647794296,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:55:29.193 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,653182664,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:56:29.196 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,660838648,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:57:29.201 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,667878520,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:58:29.206 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,673239664,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 11:59:29.211 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,681823688,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:00:29.216 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,685383200,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:01:29.226 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,692236712,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:02:29.237 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,697625080,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:03:29.249 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,704380248,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:04:29.252 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,709768616,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:05:29.257 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,717424600,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:06:29.268 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,723563680,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:07:29.274 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,728024008,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:08:29.278 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,735778192,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:09:29.284 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,739337784,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:10:29.287 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,747921808,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:11:29.299 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,752382136,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:12:29.305 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,760065424,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:13:29.310 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,764525752,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:14:29.313 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,771565648,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:15:29.318 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,776590160,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:16:29.323 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,781978528,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:17:29.329 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,790535328,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:18:29.335 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,795022880,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:19:29.346 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,804330368,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:20:29.357 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,809718736,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:21:29.363 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,816473904,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:22:29.368 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,821862272,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 12:23:29.373 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,824591944,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
